Title,Genre,Year,Rating,CriticsScore,AudienceScore
Movie 553,Horror,1986,9.3,76.1,56
Movie 554,Sci-Fi,2007,6.8,47,67.3
Movie 555,Drama,1993,1.9,42,69.4
Movie 556,Drama,2010,4.6,46.6,36
Movie 557,Romance,1998,7.6,46.8,22.7
Movie 558,Comedy,1995,8,59,24.1
Movie 559,Horror,1984,2.1,58.9,67.5
Movie 560,Adventure,2014,1,54.7,88.6
Movie 561,Documentary,1991,7.4,22.1,46.9
Movie 562,Adventure,2004,4.2,54.6,25.3
Movie 563,Thriller,2000,3.3,25.2,78.1
Movie 564,Documentary,2015,1.1,21.4,84.9
Movie 565,Documentary,2002,5.9,93.9,89.3
Movie 566,Horror,1995,8.7,64.4,64.6
Movie 567,Drama,2018,9.6,69.4,87.5
Movie 568,Adventure,2024,6.1,46.2,11.4
Movie 569,Horror,2021,5.6,91.8,19.7
Movie 570,Animation,2018,1.8,67.4,18.3
Movie 571,Sci-Fi,1993,5.9,79.2,74.1
Movie 572,Thriller,2010,4.4,43.2,16.3
Movie 573,Animation,1984,6.5,96.4,54.7
Movie 574,Sci-Fi,2014,4.5,83.8,52.5
Movie 575,Comedy,2002,3.2,86.9,38
Movie 576,Romance,2008,1.9,25.5,88.3
Movie 577,Drama,2022,3.8,34.4,25.3
Movie 578,Documentary,1990,1.9,35.7,41.7
Movie 579,Adventure,1997,2.6,34.4,79.7
Movie 580,Animation,1991,9.9,87,12.7
Movie 581,Action,1988,5,12.9,70.6
Movie 582,Thriller,1989,5.8,16.8,83.5
Movie 583,Sci-Fi,2023,8.9,34.7,93.9
Movie 584,Romance,1996,10,28,88.9
Movie 585,Comedy,2017,6.2,30.9,38.7
Movie 586,Drama,1986,8.3,81.8,62.8
Movie 587,Sci-Fi,1992,3.9,60.7,17
Movie 588,Comedy,2019,3.8,10.5,33.2
Movie 589,Comedy,2021,4.6,48.6,18.5
Movie 590,Documentary,1988,7.1,46.7,38.4
Movie 591,Comedy,2006,7.1,20.3,88.8
Movie 592,Adventure,1981,3.8,70.9,41.2
Movie 593,Animation,1984,2.2,73.2,60.6
Movie 594,Horror,2008,6.7,74.9,49
Movie 595,Romance,2016,2.2,75.6,51.3
Movie 596,Documentary,2017,6.2,10,97.3
Movie 597,Thriller,1998,7.2,95.9,36.7
Movie 598,Thriller,1987,7.3,83.3,66.5
Movie 599,Documentary,2024,7.8,91.4,47.8
Movie 600,Thriller,1980,8.9,11.4,15.5
Movie 601,Action,2001,5.5,94,54
Movie 602,Adventure,1996,7.6,82.9,83.2
Movie 603,Thriller,1986,6.6,85.3,18.9
Movie 604,Adventure,2004,2.7,18.4,16.3
Movie 605,Action,2024,1.2,76.5,23.8
Movie 606,Thriller,1983,3.6,96.4,78.8
Movie 607,Drama,2015,5,71.1,75.2
Movie 608,Romance,1985,6.6,61.4,60.9
Movie 609,Thriller,2010,8.6,95.1,52.1
Movie 610,Horror,1998,2.8,49.9,89.9
Movie 611,Animation,2023,2.1,63.9,79
Movie 612,Documentary,2018,9.7,52.9,83.1
Movie 613,Adventure,2006,2,94,83.2
Movie 614,Adventure,1989,5.3,16.8,67.8
Movie 615,Animation,2005,6.3,55.1,51.2
Movie 616,Drama,1998,5.9,71.8,87.8
Movie 617,Drama,2018,1.8,81.3,93.3
Movie 618,Action,1982,1.5,62.5,12.1
Movie 619,Sci-Fi,2024,1.9,91.8,14.6
Movie 620,Documentary,1992,6.3,94.8,96.3
Movie 621,Drama,2007,5.9,15.8,34.9
Movie 622,Adventure,1999,3.1,46.2,88.6
Movie 623,Thriller,2007,6.7,12.1,45
Movie 624,Horror,1987,8.4,39.6,20.7
Movie 625,Comedy,2020,1.4,58.3,17.2
Movie 626,Action,2018,5.5,92,24.1
Movie 627,Animation,1980,7.2,86.2,32.5
Movie 628,Sci-Fi,1982,3.3,21.5,54
Movie 629,Animation,1992,3.8,18.4,73.1
Movie 630,Animation,2007,6.5,63,98.8
Movie 631,Action,2004,9.1,57.9,49.7
Movie 632,Drama,2012,8.3,34,56.6
Movie 633,Animation,2017,6.2,91,57
Movie 634,Drama,1985,7.6,93.5,58.5
Movie 635,Drama,2023,4.3,46.2,56.6
Movie 636,Documentary,2024,6.8,90.1,10.8
Movie 637,Adventure,2011,5.2,44.6,10.2
Movie 638,Action,2024,2.7,76.3,18.8
Movie 639,Action,2000,7.3,52.8,19.1
Movie 640,Romance,1995,6,21,73.4
Movie 641,Action,2000,4.2,93.5,28.4
Movie 642,Documentary,1990,9.2,50.9,90.5
Movie 643,Adventure,2016,1.2,76.1,93.6
Movie 644,Sci-Fi,2015,3.8,43,97.8
Movie 645,Comedy,2014,1.5,11.7,94.5
Movie 646,Comedy,1998,7.9,19,34.5
Movie 647,Thriller,1999,7.3,54.7,55.9
Movie 648,Romance,1997,4,72.1,25.8
Movie 649,Romance,2020,7.1,40.1,82.6
Movie 650,Animation,1993,4.6,72.6,90
Movie 651,Sci-Fi,1994,7.8,72.9,86.6
Movie 652,Action,2010,5.1,73.4,49
Movie 653,Drama,1980,4.7,54.3,78.3
Movie 654,Adventure,1982,9.4,92.3,18.8
Movie 655,Thriller,1995,3.3,54,13.6
Movie 656,Action,2002,2.1,50.5,77.8
Movie 657,Documentary,1990,6.3,27.9,48.3
Movie 658,Action,1991,9.7,37.7,99.6
Movie 659,Drama,1989,4.4,13.8,18.8
Movie 660,Romance,2011,1.6,67,87
Movie 661,Romance,1995,4.1,32.4,53.2
Movie 662,Documentary,1987,5.6,37.4,84.4
Movie 663,Horror,2017,2.5,79.4,83.5
Movie 664,Action,1991,6.9,39.4,92.4
Movie 665,Comedy,2003,10,31.8,36.8
Movie 666,Sci-Fi,2007,5.1,25.2,95.5
Movie 667,Drama,1987,4.2,79.7,23.7
Movie 668,Horror,2007,4.6,21.7,17.4
Movie 669,Animation,2015,2,50.8,48.8
Movie 670,Comedy,2005,8.9,55.6,84.5
Movie 671,Romance,1987,4.7,71.9,52.6
Movie 672,Action,2007,4.5,67,84.6
Movie 673,Animation,2007,6.9,83,75.7
Movie 674,Animation,2016,5,14,28.8
Movie 675,Animation,2020,6.8,36.7,95.4
Movie 676,Animation,2015,1.6,35.2,15.5
Movie 677,Horror,2006,8.3,23.1,90.8
Movie 678,Romance,1996,9.5,36,37.4
Movie 679,Adventure,1988,6.8,37.9,55
Movie 680,Thriller,2012,9.6,57,48
Movie 681,Drama,1999,2.4,69.7,25.5
Movie 682,Romance,1992,5.3,44.3,42.2
Movie 683,Adventure,2007,6.4,74.8,27.4
Movie 684,Adventure,2008,6.2,40.3,28.3
Movie 685,Sci-Fi,1992,4.6,36.1,26.8
Movie 686,Sci-Fi,2014,4,58.7,54
Movie 687,Horror,1985,2.1,12.1,81.8
Movie 688,Comedy,1997,4.5,17.2,61.2
Movie 689,Sci-Fi,1984,2.5,47.6,90.4
Movie 690,Action,2004,7.6,94.9,67.3
Movie 691,Animation,1981,2.9,74.9,72
Movie 692,Adventure,1989,1.5,17.9,70.1
Movie 693,Sci-Fi,2009,6,86.2,50.5
Movie 694,Drama,2024,6.4,75.9,72
Movie 695,Action,1984,8.8,65,16.3
Movie 696,Documentary,2012,6.2,83.8,87.4
Movie 697,Documentary,1980,4.1,46.4,80
Movie 698,Action,1997,8.2,29.9,32.1
Movie 699,Adventure,2011,5.9,56.1,79.1
Movie 700,Drama,1990,1.7,59.4,11.1
Movie 701,Sci-Fi,2000,6.1,58.4,29.6
Movie 702,Drama,2005,9.2,60.9,15.9
Movie 703,Romance,2004,4.6,95.4,80.2
Movie 704,Documentary,2001,3.7,91.2,78
Movie 705,Drama,2006,2.3,88.8,83.2
Movie 706,Adventure,1992,2.4,82.1,10.4
Movie 707,Animation,2012,4.9,94.9,55.1
Movie 708,Romance,2013,6.4,18.9,73.4
Movie 709,Comedy,2020,1.7,33.9,24
Movie 710,Sci-Fi,2014,9.5,54.6,68.5
Movie 711,Comedy,1980,7.8,86.2,17.6
Movie 712,Adventure,2000,6.3,55.5,26.3
Movie 713,Adventure,1985,8.5,77.3,52.8
Movie 714,Documentary,2007,1.7,22.5,68.8
Movie 715,Comedy,1996,5.3,32.7,23.1
Movie 716,Romance,1984,6.7,75.9,26.7
Movie 717,Comedy,2010,8.5,24.8,28.4
Movie 718,Action,1984,8.1,41.6,31.5
Movie 719,Drama,2017,3.5,33.8,30.4
Movie 720,Animation,1982,9.5,41.5,45.6
Movie 721,Action,2002,2.1,73.7,68.8
Movie 722,Horror,2016,8.9,43.1,49.4
Movie 723,Animation,2016,9.7,60,79.8
Movie 724,Adventure,1989,2.6,19,74.7
Movie 725,Action,1989,7.5,82.5,21.4
Movie 726,Action,1998,1.4,43.3,14.4
Movie 727,Thriller,1996,4.6,68.4,89
Movie 728,Adventure,2000,5.6,75.3,17.2
Movie 729,Thriller,1993,6.2,28.9,23.4
Movie 730,Horror,1988,9.4,89.6,12
Movie 731,Drama,1980,7.1,65.5,66.6
Movie 732,Sci-Fi,2024,5.3,48.6,62.4
Movie 733,Sci-Fi,1992,8.3,26.4,98.8
Movie 734,Horror,1983,9.6,94.8,89.8
Movie 735,Documentary,1980,1.2,78,47
Movie 736,Action,2019,9.8,28.7,43.4
Movie 737,Action,2011,1.8,40.4,36.7
Movie 738,Documentary,2013,8.3,82.9,23.7
Movie 739,Romance,2007,3.5,72.6,22.4
Movie 740,Adventure,2010,2.2,78.9,21.9
Movie 741,Romance,1987,5,49.7,20.3
Movie 742,Thriller,2018,6.8,74.5,31.6
Movie 743,Animation,2005,4.4,44.8,37.6
Movie 744,Action,2013,1.5,29,96.5
Movie 745,Adventure,1982,6.4,66.9,62.1
Movie 746,Horror,1991,9.1,97.8,98.9
Movie 747,Adventure,1980,4.4,38,43.5
Movie 748,Adventure,2023,2.9,51.5,51.2
Movie 749,Comedy,1984,5,70.7,39.2
Movie 750,Action,2009,1.4,58.7,26.5
Movie 751,Thriller,2009,8.4,85.9,22.9
Movie 752,Animation,1996,8.4,78.6,95.1
Movie 753,Documentary,2002,6.3,15.2,98.8
Movie 754,Sci-Fi,1994,4.2,99.9,14
Movie 755,Documentary,2016,8.2,77.7,23.5
Movie 756,Animation,2000,6,87.8,48.1
Movie 757,Thriller,1993,8.4,68.6,26.8
Movie 758,Drama,1981,6.7,87.1,42.7
Movie 759,Thriller,1990,8.1,20.1,21.6
Movie 760,Drama,2018,6.4,41.3,51.1
Movie 761,Action,2017,4.7,88.9,34.5
Movie 762,Action,2013,9.6,28.1,41.7
Movie 763,Horror,2017,5.9,17,18.5
Movie 764,Romance,2013,6.4,80.9,48.5
Movie 765,Thriller,1997,3,85.2,98.5
Movie 766,Comedy,2009,6.6,24.6,39.6
Movie 767,Animation,1994,6.1,86.9,88.9
Movie 768,Romance,2006,2.7,71.8,85.9
Movie 769,Drama,2013,1.5,56.8,95.7
Movie 770,Documentary,2017,6.4,84.7,81.1
Movie 771,Action,2012,7.9,47.7,69.4
Movie 772,Thriller,2003,5.7,27.5,87.1
Movie 773,Documentary,1994,3,35.6,16.8
Movie 774,Action,2009,7,55.5,51.7
Movie 775,Drama,2021,1.7,57.8,99
Movie 776,Animation,1996,5,82.5,79.3
Movie 777,Animation,1984,2.5,81.2,96.6
Movie 778,Sci-Fi,2008,2.7,62.3,80.2
Movie 779,Thriller,1983,2.8,80.3,88.7
Movie 780,Documentary,1989,4.5,27.3,73.6
Movie 781,Romance,1996,1.5,14.5,78.4
Movie 782,Comedy,1989,4.6,88.6,57.1
Movie 783,Sci-Fi,1996,5.6,16.8,93.2
Movie 784,Romance,1999,5.3,32.2,84.3
Movie 785,Documentary,2003,4.4,72.6,85.9
Movie 786,Romance,1984,8.6,46.9,70.6
Movie 787,Drama,2013,2.3,88.9,37.4
Movie 788,Drama,1985,5.6,36.8,13.2
Movie 789,Romance,1981,1.6,11.1,94.2
Movie 790,Comedy,1992,1.6,37.1,62.8
Movie 791,Comedy,2022,6.2,62,36.8
Movie 792,Adventure,2022,6.1,43.8,23.4
Movie 793,Animation,1990,8.9,58.1,84.7
Movie 794,Animation,2002,6,88.9,85.3
Movie 795,Romance,1995,9.6,92.1,83.3
Movie 796,Adventure,2010,1.4,33.9,68.1
Movie 797,Drama,1990,1.9,51.6,42.9
Movie 798,Documentary,1995,1.4,59.4,37.4
Movie 799,Adventure,1987,2.7,95.4,10.8
Movie 800,Horror,1983,5.9,99.9,85
Movie 801,Comedy,2019,6.8,31.2,17.9
Movie 802,Thriller,1983,1.4,75.4,66.8
Movie 803,Thriller,2004,9.5,44,55.4
Movie 804,Documentary,1982,8.6,10.7,57.4
Movie 805,Action,2011,3.7,10.8,93.4
Movie 806,Comedy,1982,1.7,51.5,12.8
Movie 807,Thriller,2006,2.5,54,79.6
Movie 808,Adventure,2008,2.1,12,14.7
Movie 809,Romance,2011,2.1,71.8,13.4
Movie 810,Sci-Fi,1998,5.7,36.5,48.7
Movie 811,Drama,2000,3.2,60.4,15.7
Movie 812,Animation,1984,4.2,37.1,81
Movie 813,Thriller,1997,9.9,25,57.7
Movie 814,Animation,2007,7.2,46.6,12.6
Movie 815,Horror,2021,9.5,30.9,13.6
Movie 816,Documentary,2001,2.3,58.1,65.1
Movie 817,Sci-Fi,2000,4.4,27.9,82.6
Movie 818,Sci-Fi,1985,6,55.8,49.4
Movie 819,Animation,1980,1.7,24.2,59.9
Movie 820,Documentary,1984,1,70.4,82
Movie 821,Romance,2020,7,77.9,64.9
Movie 822,Sci-Fi,1991,6.8,19.9,30.2
Movie 823,Horror,2005,4.7,52.1,65.2
Movie 824,Sci-Fi,2013,5.4,16.4,66.5
Movie 825,Comedy,1993,4.7,63.8,76.1
Movie 826,Thriller,2005,1.2,33.8,65.9
Movie 827,Horror,2024,4,57.5,97.2
Movie 828,Comedy,2006,2.6,56.6,27.8
Movie 829,Thriller,1988,1.9,93.2,95.6
Movie 830,Horror,2005,9.6,59.4,58.5
Movie 831,Drama,2001,6.4,62.5,70.5
Movie 832,Comedy,2009,7.6,46.1,19
Movie 833,Horror,2022,3.8,95.4,44.3
Movie 834,Drama,1996,4.5,79.9,79.2
Movie 835,Comedy,2005,3.1,35.7,73.6
Movie 836,Horror,2015,1.9,86,13.6
Movie 837,Documentary,1980,2.6,48.9,59.2
Movie 838,Drama,1987,8.2,84.6,17.9
Movie 839,Thriller,2014,7.1,84.1,99.6
Movie 840,Drama,1994,5.9,27,90.8
Movie 841,Horror,2001,5.3,73.1,11.9
Movie 842,Action,1993,9.3,36.2,87.3
Movie 843,Adventure,2005,1.7,36.8,92.7
Movie 844,Romance,2007,3.5,36.7,41.8
Movie 845,Sci-Fi,2002,4.1,75.3,74.8
Movie 846,Comedy,1993,8,30.7,49.8
Movie 847,Drama,2003,9.9,10.1,69
Movie 848,Documentary,1981,3.2,74.4,40.6
Movie 849,Romance,2024,8.9,25.4,39
Movie 850,Action,2005,8.5,19.4,48.2
Movie 851,Drama,1993,3,31.4,23.1
Movie 852,Adventure,1986,4.6,44.2,84.8
Movie 853,Animation,1982,4.7,52.8,41.4
Movie 854,Adventure,2002,9.8,14,46
Movie 855,Action,2022,2.6,97.4,90.5
Movie 856,Comedy,2024,8.2,74.4,54.7
Movie 857,Drama,1997,4,39.1,59
Movie 858,Comedy,2017,7.6,38.7,96.1
Movie 859,Drama,2014,4.8,50.4,89.8
Movie 860,Adventure,1994,6.2,66.4,25.3
Movie 861,Sci-Fi,2004,8.5,23.2,52.6
Movie 862,Comedy,2016,8.2,27,97.4
Movie 863,Romance,2007,8.8,87.3,43.5
Movie 864,Documentary,1989,1.5,33.1,43.4
Movie 865,Comedy,2018,7.2,44.2,27.6
Movie 866,Adventure,1996,2.3,88.4,20.3
Movie 867,Comedy,2018,4.7,69.7,76.6
Movie 868,Sci-Fi,2001,5.9,40.8,79.3
Movie 869,Comedy,2005,4.6,71.5,97.2
Movie 870,Horror,2023,5.7,11.8,79.6
Movie 871,Action,2004,10,76.2,31.9
Movie 872,Sci-Fi,1996,2.2,53.8,13.6
Movie 873,Sci-Fi,1992,7.1,83.2,98.7
Movie 874,Action,1999,4.6,95.9,40.6
Movie 875,Thriller,2004,2.2,93.3,38.1
Movie 876,Action,1983,2.4,91.8,91.5
Movie 877,Adventure,1989,9.5,56.1,62.7
Movie 878,Drama,1982,8.9,42.4,29.3
Movie 879,Documentary,2020,9.2,51.9,90
Movie 880,Documentary,2024,9.9,72.1,99.4
Movie 881,Adventure,1997,2.9,89.6,17.8
Movie 882,Adventure,2015,4.2,28.6,87.6
Movie 883,Documentary,2001,7,92.6,45.1
Movie 884,Sci-Fi,2013,5.4,83.4,57.2
Movie 885,Adventure,1987,4.8,98.1,92.3
Movie 886,Thriller,2019,4.2,89.2,97.6
Movie 887,Animation,2023,6.3,35.2,33.6
Movie 888,Sci-Fi,1998,6.2,19.5,29.2
Movie 889,Action,2021,2.5,20.1,17.2
Movie 890,Comedy,2020,5.2,36.2,60.6
Movie 891,Animation,2016,6,65.3,11.2
Movie 892,Documentary,1985,6.1,82.4,47.1
Movie 893,Adventure,2005,2.9,90.9,16.6
Movie 894,Animation,2013,7.7,66.1,46.5
Movie 895,Adventure,2024,1.2,10.5,13.6
Movie 896,Horror,1985,4.2,26.8,85.2
Movie 897,Documentary,2016,8,19,28.9
Movie 898,Romance,2012,6.1,42.7,39.5
Movie 899,Sci-Fi,2001,3.4,55.1,88.3
Movie 900,Horror,2000,7.3,13.9,77.2
Movie 901,Animation,1985,6.1,41.4,29.7
Movie 902,Action,1985,8.2,26.1,16.5
Movie 903,Documentary,1983,7.6,68.2,74.4
Movie 904,Horror,2009,6.5,51.8,45.2
Movie 905,Comedy,1990,5.4,54.6,78.9
Movie 906,Romance,2009,2.2,48.5,50.1
Movie 907,Drama,2010,3.4,96,41.1
Movie 908,Thriller,2003,4.8,29.3,50.6
Movie 909,Animation,1988,6.4,56.5,77.4
Movie 910,Romance,1982,5.6,76.2,91.2
Movie 911,Romance,2010,3.6,60.1,14.5
Movie 912,Comedy,2019,1.1,93.6,57.2
Movie 913,Horror,2016,5.5,44,13
Movie 914,Drama,2015,3.6,51.7,52.2
Movie 915,Sci-Fi,2003,7.6,18,89.7
Movie 916,Romance,2010,1.2,64.8,42.5
Movie 917,Adventure,1985,6.3,35.9,93.9
Movie 918,Animation,1981,9.5,24.4,66.8
Movie 919,Thriller,1999,2.6,59,94.1
Movie 920,Comedy,2007,5.2,57.9,78.1
Movie 921,Horror,1990,1.8,16.8,19.3
Movie 922,Sci-Fi,1983,6.6,72.8,30.8
Movie 923,Documentary,1994,6,66.1,45.5
Movie 924,Romance,1985,4.7,27,25.3
Movie 925,Sci-Fi,2009,5.7,52.2,54.5
Movie 926,Animation,2017,9.1,74.8,52.4
Movie 927,Animation,1981,2.8,57.6,96.1
Movie 928,Comedy,1994,1.2,45.6,49
Movie 929,Sci-Fi,1990,8.8,39,80.7
Movie 930,Thriller,1987,6.2,64.9,94.8
Movie 931,Horror,2005,9,94.5,88.9
Movie 932,Horror,2024,6.4,70.5,28.8
Movie 933,Documentary,2023,8.3,16.7,54.6
Movie 934,Animation,1984,4.9,51.5,41.3
Movie 935,Horror,1985,7.7,90.2,46
Movie 936,Horror,2005,9.2,18.5,42.5
Movie 937,Documentary,1983,6.1,99,84.4
Movie 938,Drama,1998,2.6,95.4,50.7
Movie 939,Thriller,1999,3.4,17,57.1
Movie 940,Adventure,2012,2.8,94,98.4
Movie 941,Adventure,1999,3.2,42.7,15.4
Movie 942,Animation,1991,3.8,86,53.9
Movie 943,Comedy,1980,6,47.7,79.7
Movie 944,Romance,2005,6.3,49.7,23.6
Movie 945,Documentary,1993,4.8,67.1,65
Movie 946,Sci-Fi,2017,6.5,79.7,31.6
Movie 947,Thriller,2016,1.7,13,88.1
Movie 948,Drama,1990,1.8,63.4,39.4
Movie 949,Sci-Fi,2015,2.5,26.8,39.6
Movie 950,Action,1992,5.7,41.1,63.8
Movie 951,Comedy,2022,2.9,41.3,26.5
Movie 952,Drama,1982,3.5,52.2,35.6
Movie 953,Comedy,2012,4.6,40.1,47.5
Movie 954,Drama,1985,8.3,19.7,41.8
Movie 955,Adventure,1989,1.1,23.1,57.2
Movie 956,Action,1984,6.8,13,64
Movie 957,Horror,2002,7,52.3,61
Movie 958,Adventure,1989,8.2,95.9,68.9
Movie 959,Romance,2023,9.4,20.4,37.7
Movie 960,Drama,1981,1.2,95.2,21.4
Movie 961,Horror,1992,2.4,76,78.5
Movie 962,Romance,2019,9,67.4,86.6
Movie 963,Animation,1981,5.1,68.1,33.1
Movie 964,Sci-Fi,1999,6.1,84.4,46.6
Movie 965,Drama,1980,7,19.6,54.9
Movie 966,Documentary,2016,7.1,55.4,58
Movie 967,Thriller,1988,9.4,72.7,69.4
Movie 968,Action,1996,10,62.8,13.7
Movie 969,Animation,1988,7.5,85,74.9
Movie 970,Romance,1990,3.6,16.5,15.6
Movie 971,Drama,1994,8.9,72.2,52.1
Movie 972,Drama,2003,1.4,58.1,84.5
Movie 973,Documentary,2017,3.1,44.1,50.6
Movie 974,Action,2014,9.1,40.6,23.4
Movie 975,Sci-Fi,2009,3.3,65.9,98.7
Movie 976,Thriller,2010,3,90.2,90
Movie 977,Comedy,1984,2.2,54.7,79.4
Movie 978,Documentary,2023,8.7,84.2,47
Movie 979,Animation,1993,5.5,46.2,26.5
Movie 980,Sci-Fi,1990,7.1,19.2,94.7
Movie 981,Romance,1988,3.2,15.5,57.9
Movie 982,Drama,2013,7.8,14.6,86.7
Movie 983,Thriller,1991,7.8,44.2,40.8
Movie 984,Horror,2014,3.8,40.4,40.2
Movie 985,Documentary,2014,4.7,74.6,98.7
Movie 986,Sci-Fi,1980,2.9,76.9,57
Movie 987,Documentary,2019,9.8,14.6,22.7
Movie 988,Adventure,2001,6.8,29.9,29.8
Movie 989,Animation,2008,9.4,34.7,53.4
Movie 990,Comedy,1987,3.7,59.3,13.8
Movie 991,Animation,1990,8,23,51.6
Movie 992,Documentary,2020,7.9,22.1,47.7
Movie 993,Thriller,2016,7.2,94.9,80.1
Movie 994,Documentary,1993,9.7,82.4,41.9
Movie 995,Animation,2009,4.5,26.3,98.4
Movie 996,Thriller,2014,2.2,46.6,26.3
Movie 997,Action,2000,7,42,63.2
Movie 998,Animation,2016,7.6,81.2,18.1
Movie 999,Horror,1984,6.2,55.9,76
Movie 1000,Thriller,1998,2.9,21.5,99.5
Movie 1001,Action,1993,5.5,76.5,83.7
Movie 1002,Documentary,2005,3.8,45.7,60
Movie 1003,Animation,1983,4.8,33.7,53.6
Movie 1004,Action,2004,6.8,43.8,85.2
Movie 1005,Thriller,2024,7.7,54.8,94.2
Movie 1006,Drama,2021,3.1,40.9,99
Movie 1007,Romance,2004,4.6,31.8,45.7
Movie 1008,Sci-Fi,1997,3.4,45.9,99.2
Movie 1009,Adventure,2019,2.8,11.7,24
Movie 1010,Animation,1987,8.1,79.5,32.8
Movie 1011,Action,2018,9.2,25.4,18
Movie 1012,Drama,2019,4.3,14,34.5
Movie 1013,Adventure,1993,7.8,68.8,79.1
Movie 1014,Drama,2011,9.1,79.7,86.8
Movie 1015,Horror,2017,8.6,83.2,80.1
Movie 1016,Action,2012,2.6,54.4,66.8
Movie 1017,Comedy,2002,9.6,28.5,56.3
Movie 1018,Documentary,1994,4.4,76.4,73.8
Movie 1019,Sci-Fi,2012,4.1,73,45.2
Movie 1020,Sci-Fi,2004,1.6,32.2,85.7
Movie 1021,Romance,1996,5.4,91.3,70.9
Movie 1022,Comedy,2012,2,19.4,72.8
Movie 1023,Animation,1981,3.2,98.4,58.2
Movie 1024,Adventure,1993,3.9,87.4,89.7
Movie 1025,Documentary,2019,8.3,71.9,32.7
Movie 1026,Thriller,2019,8.9,94.5,44.3
Movie 1027,Horror,2018,3.7,75,80
Movie 1028,Action,1985,8.7,27.1,54.3
Movie 1029,Animation,1985,8.7,49.8,90
Movie 1030,Romance,1982,7.9,16.4,41.2
Movie 1031,Adventure,1986,2.3,45.1,43.2
Movie 1032,Horror,1987,7.2,76.7,90
Movie 1033,Comedy,2021,9.5,44.8,51.8
Movie 1034,Sci-Fi,1994,7.1,39.7,56.5
Movie 1035,Romance,2008,4,63.6,39.9
Movie 1036,Adventure,2012,5.5,88.5,34.9
Movie 1037,Comedy,2009,6.8,14.3,69
Movie 1038,Sci-Fi,2018,5.6,44.7,20.8
Movie 1039,Sci-Fi,2006,2.1,24.2,89.1
Movie 1040,Drama,2015,3.8,72.6,80.1
Movie 1041,Animation,2008,8.2,19.5,27.2
Movie 1042,Sci-Fi,2017,8.8,69.8,72.5
Movie 1043,Thriller,2012,2.2,35.8,64.2
Movie 1044,Documentary,2016,9.6,27.9,26.6
Movie 1045,Action,2006,4,94.3,34.6
Movie 1046,Sci-Fi,2012,7,11.7,46.8
Movie 1047,Horror,1983,7.8,49.4,72.9
Movie 1048,Documentary,2001,8.3,11.9,67.5
Movie 1049,Drama,1981,9.5,53.5,57.9
Movie 1050,Action,1989,3.8,55.1,79.2
Movie 1051,Horror,1984,8.7,38.9,78.2
Movie 1052,Sci-Fi,1989,2.2,21.9,65.6
Movie 1053,Thriller,2012,7.3,43.9,80.8
Movie 1054,Horror,2017,7.7,70.5,40.1
Movie 1055,Horror,1992,7.1,80.4,89.3
Movie 1056,Romance,2010,3.3,57.8,65.3
Movie 1057,Drama,2015,8.9,63.1,84
Movie 1058,Comedy,2024,2.5,28.1,59.2
Movie 1059,Adventure,2003,1.5,35.9,29.7
Movie 1060,Drama,1994,7.5,24.6,58.8
Movie 1061,Romance,2008,5.3,32.4,43.4
Movie 1062,Sci-Fi,1987,8.6,30.2,72.8
Movie 1063,Documentary,1984,4.5,56.8,52.8
Movie 1064,Horror,2008,2.5,60.6,85.3
Movie 1065,Adventure,1983,8.5,95,71
Movie 1066,Action,1991,5.9,27.6,71.6
Movie 1067,Documentary,2024,2.7,67.8,29.5
Movie 1068,Drama,1981,7.5,83.6,98.6
Movie 1069,Adventure,2006,5.6,60.4,85.8
Movie 1070,Sci-Fi,2010,6.4,33,81
Movie 1071,Horror,2015,5.1,33.6,39.7
Movie 1072,Drama,2015,8.5,13.5,58.2
Movie 1073,Documentary,2005,8.5,37.5,22.3
Movie 1074,Action,2022,7.4,77,58.5
Movie 1075,Sci-Fi,2006,1.9,14.3,23.1
Movie 1076,Action,1984,8.5,29.7,59.8
Movie 1077,Action,1999,7,73.6,68.4
Movie 1078,Sci-Fi,1990,7.3,80.4,45.1
Movie 1079,Thriller,1989,4.3,51,54.9
Movie 1080,Comedy,2019,8.9,72.8,88.8
Movie 1081,Sci-Fi,2017,7.5,44.9,19.8
Movie 1082,Drama,1985,2,24.4,81.3
Movie 1083,Romance,1987,4.7,45.8,25.4
Movie 1084,Adventure,2002,9,62.2,13.3
Movie 1085,Drama,2005,1.4,95.3,26.7
Movie 1086,Documentary,2022,9.7,16.2,78.9
Movie 1087,Action,1991,7.1,55.7,46.5
Movie 1088,Action,2005,6.7,39.6,88.5
Movie 1089,Sci-Fi,1992,3.4,55.7,57.2
Movie 1090,Action,2019,3.2,12.2,12
Movie 1091,Adventure,1997,9.5,38.2,74.5
Movie 1092,Thriller,2004,3.7,83.8,19.9
Movie 1093,Animation,2012,8,59.9,81
Movie 1094,Adventure,2019,4.5,50.6,25.1
Movie 1095,Horror,2022,2.3,35.7,41.1
Movie 1096,Documentary,1991,1.1,36.8,78.5
Movie 1097,Adventure,2023,5.9,44.5,95.9
Movie 1098,Action,2015,9.8,85.2,43.4
Movie 1099,Action,1983,4.3,97,84.6
Movie 1100,Horror,1984,4.2,49.5,27.2
Movie 1101,Romance,2016,4.1,45.4,82.6
Movie 1102,Comedy,1987,5.7,86.2,69.2
Movie 1103,Action,2021,5,48.4,27.3
Movie 1104,Horror,2007,8.9,59.7,37.2
